B,Ca43,Cd,Co,Cu,Fe,K,Li,Mg,Mn,Mo,Na,P,Rb,S,Sr,Zn
26.82966862,21528.59373,0.028656796,0.197331126,15.32693189,133.0148467,15881.33797,7.743109168,6085.446105,49.01547617,1.678713807,704.1320197,8148.853424,60.34497493,8737.397553,58.17397262,17.32975724
23.46401918,24134.19373,0.046237421,0.16861057,14.53337972,132.9575315,10613.33032,9.091885007,6612.889644,53.06124182,1.590592465,654.5945877,8202.409261,40.54226478,7648.484565,66.61318127,15.49527559
22.1413324,20539.06697,0.028341848,0.161107063,11.73252225,115.6076546,11495.44602,7.75852925,6521.81815,48.10377797,1.669935618,736.8676792,7499.912122,44.86974803,7226.872807,59.69790702,14.02691338
14.41654445,21612.99435,0.058102806,0.156815413,11.24914536,96.6398019,5784.513619,5.870496446,4767.30773,41.62296025,0.887867162,289.7690921,4993.99849,26.01608777,6009.040936,61.29322568,15.71547392
19.04803122,12397.78633,0.032657102,0.16712895,10.29729399,81.34070236,11812.21878,4.940556848,3772.682182,34.27686162,1.013839153,163.623433,5076.65106,71.87996559,5084.380051,26.79389023,16.68133443
33.92677272,12703.59602,0.021237462,0.146613316,13.57425204,121.3743614,13858.09942,3.987858682,4266.88061,38.5170997,1.380877819,353.4119515,7288.252959,64.48427878,6799.963424,30.33139262,16.09182873
24.73269903,23305.60843,0.021874151,0.159036552,13.85418499,117.1797955,16314.85858,6.969758223,5707.126917,49.48325415,1.440241644,823.0459461,8467.328554,66.69764501,8978.810207,66.08254934,12.36435993
16.97412208,18970.84234,0.021232349,0.172518408,12.89783588,97.73936576,10807.83688,6.018762038,5037.788852,40.91379806,1.362938306,343.7485556,6142.655551,43.96380282,7176.325306,54.67582443,12.24551981
32.31912211,8577.200909,0.021057687,0.145423813,9.366517569,71.83869129,8103.820082,2.68214555,3309.365684,28.5969657,0.798539416,169.6158945,4720.866006,47.57595018,3547.643258,17.36257891,15.84992236
22.92906555,20288.97329,0.031712414,0.167710397,14.77810326,113.9302916,15488.27804,6.563562733,5575.972272,47.50919356,1.475808658,688.2385876,8279.833947,61.89287387,7419.459584,55.3040561,16.39499195
24.37209199,19440.74474,0.015096703,0.151454194,12.49255366,103.8235793,14413.94502,6.246348289,5305.524095,37.84885574,1.426789525,512.088087,5892.703643,58.37059585,8234.751883,53.14905908,10.61624527
16.08299935,12351.50036,0.014304094,0.178200329,13.66726583,118.0906345,16199.06079,3.551233188,4590.418163,41.83174985,1.436488455,285.8942358,6888.81766,80.24901781,5538.774115,28.42746213,22.94159525
18.64543071,11658.18684,0.014400319,0.131286853,10.35254746,83.89805208,9604.349157,4.405057665,3398.528701,33.03662396,1.146426635,207.5162954,4900.202017,44.3345637,6106.622781,25.90756292,10.97503261
19.07159526,29880.79673,0.0526761,0.161510704,11.65528097,109.4912472,11699.02787,14.84078951,6715.065446,61.6973716,1.252760783,593.003014,6493.902844,47.16926044,7291.595577,87.32489454,8.495780252
20.4194656,26404.92733,0.02993625,0.194115607,14.87275931,137.4601561,10604.80437,8.587629959,6901.454559,52.50031376,1.65324428,670.5938691,8585.300585,41.11573765,9054.563629,72.80566439,14.19765845
15.93791646,18314.73125,0.019849872,0.158807993,11.49347157,102.6095129,10392.10534,6.119532556,4730.101118,35.50744762,1.334288001,293.889895,5480.351292,39.34496499,7684.130766,48.5352908,11.54809095
25.95881471,12261.39575,0.054451015,0.182965258,10.99799345,89.26574468,12981.35472,5.454901239,3753.832357,35.56450109,1.041987552,192.2890315,5292.770956,70.95838943,5161.425682,26.31824046,17.19790586
23.50012321,12590.96348,0.025855251,0.198970279,12.26982675,96.51759538,12235.28733,4.654610518,4431.735714,40.44506874,1.142996546,186.1773941,6300.184372,78.39203025,5161.338726,25.49926748,23.85391115
16.31605398,25742.15905,0.037336027,0.093934142,11.93333009,93.15272544,7577.165646,6.597495948,6485.191661,41.01933623,0.986788512,604.0963728,4864.675466,32.59075208,5262.864633,80.58687118,9.522945169
24.69917418,9736.008966,0.013891794,0.147170112,9.340245031,75.9830167,7636.327728,2.805373052,3840.712225,31.09442048,0.909660273,146.7726445,5174.814834,45.10765441,3669.270572,20.01614037,15.66709073
15.57038549,11668.07479,0.017028675,0.172882404,8.577821815,81.13713391,9895.021758,6.41344139,3260.895829,31.24324865,0.947751292,184.6273096,4678.073526,51.06623666,4370.181465,28.61228925,10.4846778
14.71143982,20588.31548,0.045306343,0.222329497,11.77335304,114.7692262,11805.23857,7.603439166,5423.465678,48.19868441,1.338007972,390.4434524,5590.644209,56.51478164,8711.627949,54.13045282,15.19312799
11.72141138,22576.23865,0.041663192,0.163037892,12.1214251,105.728083,7580.942788,6.993399741,5280.437681,43.60870965,1.04699059,377.2521906,5662.463521,33.42575482,6283.261397,65.66408773,10.44769427
23.09024237,19831.26173,0.018982772,0.162030763,12.27910456,115.9563712,15017.4765,6.330140859,6066.603125,46.57197672,1.773663518,635.5038941,7846.166457,57.94612701,8346.686488,55.2059976,13.20661425
20.30402171,17235.42809,0.047630435,0.084938808,9.061163849,76.97653122,8914.416481,9.106605077,6394.382742,41.09327959,1.127495963,641.0507946,5241.716567,36.29103347,3035.18583,56.6540853,7.831521316
22.23149245,9191.139359,0.023347185,0.128191043,7.825394021,58.71601235,9906.395641,2.405661281,3475.519206,26.73974435,0.751731875,175.0594773,4484.666368,56.60298622,3386.686669,20.08627039,16.65127159
25.28855825,10230.74577,0.023044523,0.187041941,13.86291916,117.6161297,18653.00569,2.904251931,4252.637019,37.76459514,1.362218637,370.9505401,7115.368588,92.67157074,5343.904608,23.12011605,25.6688754
29.55176743,11806.67855,0.01494153,0.174516917,13.05314082,118.1697656,16390.19571,3.570148588,4298.398563,40.08505689,1.426553912,272.9608582,6900.843977,79.56228752,5812.534044,27.45917176,21.30799073
13.08496624,25513.8031,0.044687898,0.111154227,10.24553681,110.3133115,8243.605035,6.393759608,6142.288836,45.97137346,1.082563497,524.2271364,5163.6366,36.14376687,6822.06422,77.01247091,10.51571265
29.59957244,31383.76149,0.038356622,0.119166588,12.20071157,117.3831006,8533.151096,7.517055004,7130.021774,49.81950396,1.201323518,732.5029137,6419.258938,36.52875249,8492.318119,96.31320462,10.93824098
25.99119921,10195.63839,0.016361901,0.152571645,10.78595536,80.90514304,10804.9504,2.726179112,4117.16674,34.2478747,0.971033847,199.9777968,5972.450846,65.18305849,3827.19096,19.87400288,21.6316557
16.90458094,18483.10972,0.022319885,0.146420462,13.56587671,94.05573329,14873.2111,6.526457115,4767.552989,36.5433158,1.309544262,491.7027248,5536.068653,60.98817848,8059.331867,51.81277292,10.74486428
12.20780398,29112.90843,0.051417848,0.109981419,13.42033915,115.5308338,7621.063445,7.145026293,6191.570152,51.8004954,1.021388165,600.3141068,6888.778665,31.07347124,7651.192738,90.69084387,10.00580874
13.24575095,21838.81141,0.032766805,0.232218174,12.85980414,108.0959784,12522.2671,7.160530216,5168.485188,41.21584524,1.44660764,440.3822099,6282.108801,49.7430416,9397.566782,62.52819392,12.64667188
14.81716119,23218.35822,0.093619566,0.14180235,13.72163899,94.38429227,9832.546669,6.269180847,5032.953176,38.73147194,1.230220007,445.7808464,5508.185574,41.61135002,9167.427857,67.82788797,11.58324873
19.76876444,19464.74416,0.032613371,0.189043011,13.63684346,126.1035573,16637.99695,7.353371519,4790.314361,41.57450302,1.524385777,443.6179227,6473.040564,66.22915226,9359.060568,54.35687361,14.42971104
24.55568501,36436.95481,0.065431316,0.160929775,11.50795462,133.8023889,10221.53697,11.08969771,6792.39118,56.68718315,1.068344781,1390.900281,6145.962351,43.51519494,9545.957979,112.5204986,11.24247686
17.0505267,10805.35988,0.018393812,0.128189179,11.0746941,91.91006956,11188.7351,4.282951594,3564.486659,37.04818113,1.155368478,193.4509678,5117.01483,60.58239841,5444.481343,22.92256426,15.21236978
20.12590389,10978.6778,0.016818693,0.132700868,10.51587951,87.49534354,8933.191037,4.191458428,3315.409738,31.81458874,1.13502508,228.2613723,4812.326116,41.32325499,5860.007184,24.07444505,11.34498073
19.94798345,22350.74205,0.024294696,0.128896146,13.86096824,93.37244323,10132.938,6.057154769,5217.466863,39.72206327,1.335721759,420.3135606,5719.67606,43.19498352,8712.65167,63.05790128,10.12400862
31.19898548,20107.52618,0.026869281,0.13436223,10.31284486,102.494326,10927.02984,7.072817115,6857.678411,43.52240161,1.491425393,802.661576,6370.19836,40.25676097,4490.145028,54.34809966,11.64382348
16.21517433,25442.23354,0.026277689,0.127693352,14.27659852,94.42770483,11163.79649,7.406297879,5557.86977,43.72321772,1.366182186,482.580997,6531.565799,47.00107953,10048.74526,73.62251764,9.289852718
12.32412487,23006.35953,0.027405244,0.134742979,13.94501018,86.76016039,9428.05258,7.866948195,5056.781248,44.12538635,1.222717698,360.5774995,6350.50621,40.40779384,9279.546441,68.53981646,8.701342802
15.24411454,14866.56546,0.032710124,0.321927422,18.87183991,212.2063449,12069.5549,4.894330908,4295.935188,34.28419375,1.259055568,291.6765736,5326.020358,44.37004042,6494.875109,36.6215817,37.96609112
22.16488847,10616.91784,0.029060329,0.155987126,11.5528459,96.33545518,12815.12935,4.562032279,4047.467544,43.01251283,1.287617838,204.7750101,5670.230792,70.94625406,4507.867517,21.30171052,20.48435871
21.99906854,35556.65992,0.067972646,0.147828353,12.32867661,118.0595421,9123.294238,13.30536967,6124.68386,56.84112732,1.124780188,1049.810039,5994.854191,33.99663594,8322.868355,109.3812516,17.35038467
20.14631193,12335.63855,0.01723341,0.161494073,14.45215482,110.0933587,13712.17646,5.004481237,4225.291063,38.39770119,1.383404557,336.0774605,7250.885681,57.63019275,6522.178166,28.67812979,16.10923335
13.15433708,28016.49279,0.042736354,0.128256258,13.06511239,109.4200927,7381.234268,6.362911497,5861.881963,52.00875258,1.007539954,506.6624226,6881.016491,29.62028805,7235.206361,87.80363194,9.530566193
16.754867,33283.59778,0.072184042,0.150760508,11.96051037,118.3787019,8288.81862,10.72359857,5685.464371,56.49679322,1.000829666,1065.657328,6220.304217,30.8354424,8468.141447,100.9503578,16.15081696
16.91569119,35536.56307,0.06528593,0.097347566,12.25064917,120.9680407,7640.299792,11.28771415,6248.068948,58.1849469,0.992985542,1108.310069,5773.699575,29.57862413,8698.086383,106.4022281,8.608047434
19.7312524,11191.33633,0.032417004,0.148425,12.20407554,99.32586199,14735.78283,4.026950327,3994.435374,40.01882322,1.22095823,216.5777539,5855.162074,80.80381593,4920.436539,24.08518343,21.84365263
29.33996919,37304.10957,0.072157172,0.109440544,16.25406729,118.7037432,7721.616738,10.05400024,7389.478554,90.07735591,1.338265442,915.6621285,10172.31862,32.78077837,6310.501183,115.1447312,12.07384014
26.53460666,25377.48816,0.051114586,0.088794047,14.28365449,112.1773047,8224.493061,12.2255164,7622.895709,55.27139243,1.037900656,995.047975,6525.454416,31.51810816,2773.409603,91.08680331,12.00909799
32.90613527,10874.7517,0.015544323,0.158744359,12.64673762,96.96172237,10642.09803,4.092765453,3609.770388,36.01758895,1.202491427,234.4748189,5060.250084,47.80321535,5518.704966,23.52051368,17.82070026
21.2653755,11335.53825,0.039905644,0.156178966,13.53081764,103.3643591,11267.59984,4.467808588,3926.726832,40.09099628,1.229215052,204.9319237,5508.159917,55.60212349,5679.037385,23.04996162,18.50589007
18.31648401,36639.24393,0.080615884,0.100093873,13.27311537,124.2870429,7675.398763,10.97288697,6633.374537,57.84073613,1.052117182,1052.38404,5752.344998,29.30227572,8768.77578,110.3764748,10.25825536
27.49640802,36687.63684,0.056492722,0.11595978,14.31742013,106.6213588,9218.641814,10.76610117,6813.84497,79.85766727,1.270208376,1245.379187,9573.873951,35.67713473,7777.57821,115.7000367,8.966772019
22.89603413,17780.6674,0.014908175,0.184117245,14.54912407,109.4038051,15814.70643,6.112180838,4497.419082,37.91165624,1.456438349,468.0628136,6096.185593,62.60296433,8256.921778,46.34373725,16.00352587
18.97689598,17186.00162,0.03776235,0.089801518,8.808997156,80.70247412,8579.524765,7.374126276,6220.857335,41.73770769,1.124441036,628.0677383,5693.350258,34.31882002,2352.127229,55.00206889,7.08097392
26.36296209,36437.27056,0.062185145,0.118746926,15.12163996,147.3352406,8236.005964,10.02839839,7792.843048,82.06480409,1.408008014,1027.929993,10996.14031,30.85501217,6876.547155,107.7401896,13.81961186
40.08441693,12928.14721,0.018533323,0.228054604,13.43839269,135.3149937,14924.7049,5.308633136,5404.736581,56.01545435,1.766847252,376.0367858,7696.466393,48.61395724,6847.983784,18.54552907,26.06742067
49.97571081,14384.11096,0.021838914,0.270714536,20.94174134,136.5732943,14569.90446,5.917979973,5653.657035,63.5975407,1.859300819,358.4303713,7723.932764,45.93505515,7023.381539,20.17669935,37.64228262
52.87199507,15156.11189,0.021497119,0.305669337,12.57807186,130.9483774,13078.77086,5.659404525,5760.174675,61.49448866,1.786257289,421.9988087,7911.979444,34.53747475,7386.934636,22.22973718,29.59561837
43.84079854,15960.67742,0.01918693,0.287056188,14.43706805,116.9297745,14307.56492,5.690361593,5658.142696,60.39217145,1.817553211,408.9562828,7646.442423,36.8111309,6820.664529,25.39916664,35.15083956
27.42293325,22442.81696,0.018709551,0.16612228,7.946191422,121.2970412,10806.31717,5.368942541,6476.594711,59.36612156,1.559147782,374.9124098,5645.670284,23.70140318,9979.726256,37.49194348,12.84919108
44.36432872,16303.38103,0.014950753,0.119057124,8.382781174,84.75941567,11057.69512,3.399271166,5835.359719,45.80866297,1.493002343,378.0579557,4662.857606,19.97199052,6016.621601,24.39896433,13.23326816
35.10446474,17594.91351,0.026052768,0.334147129,16.34579017,166.3629295,15564.06294,7.447980016,6625.080584,75.1102581,2.283024326,331.9628765,9647.112684,44.82214357,9482.704173,27.53442043,23.52173681
21.25717114,21678.45452,0.025103752,0.173056631,8.462855258,120.6688626,12392.44159,5.080385947,6595.400962,64.44009368,1.710067605,617.4128643,5976.468099,23.8286278,8314.725583,39.42073708,13.55167466
35.66666927,18856.71194,0.012248642,0.118007133,7.933203004,82.79322133,10662.71972,3.741571851,6129.381054,45.99465602,1.409477719,436.6755355,4989.055317,17.53035111,7402.372275,30.64010486,10.93514829
37.16741891,20927.03608,0.022110055,0.344881142,15.15410985,127.6833875,13992.57481,9.409328723,7567.966405,77.37469824,2.27647689,388.4989001,7593.26278,40.63426807,11065.17451,33.56782155,21.14893961
22.8264128,20450.69138,0.022748897,0.184686159,9.771828055,120.7380458,11158.22367,4.936002467,6441.012892,59.70976953,1.650226465,438.3288863,6376.061895,22.73891326,9875.682247,35.14829288,14.53884031
33.17046865,20211.36552,0.022588605,0.157019427,7.64226754,97.78448899,9589.37194,5.673735033,6520.740412,54.06727756,1.459874033,448.0907455,5489.40177,18.8282475,7805.897741,35.12602461,11.14254305
54.53003246,18089.65353,0.011206623,0.118307925,11.69688211,89.53772553,12674.57861,3.363484375,6231.24484,48.38923353,1.557132952,403.351006,5250.935656,21.69349172,7093.436749,27.11140615,14.76532588
23.09046228,20560.61015,0.020549697,0.179113706,8.682604903,114.1253915,9107.395657,4.877910029,6873.639073,57.25296995,1.733841841,455.76475,6007.807918,18.55100973,9524.044394,34.91179378,12.42370856
30.99801903,19525.70609,0.020240021,0.271754415,11.13108328,117.3065066,12210.87169,8.610271032,5827.928245,69.05258071,1.686583852,395.6504125,6941.377441,39.27524832,10501.56868,34.6484326,13.47606032
56.23184265,19008.28934,0.018422284,0.208749706,14.14597917,128.706135,8870.692459,4.457087236,6647.27689,65.84345147,1.955971398,347.1261752,6979.943491,24.52544893,10143.17212,30.15495598,18.49771677
25.77596245,13894.11141,0.024533197,0.26545723,8.589536383,101.2884573,12932.05863,8.871203799,4837.472948,58.22415434,1.489008722,369.3569476,6237.087181,35.03990811,6303.617735,21.45372951,18.60562862
55.98153796,18413.46714,0.015873688,0.247572346,13.8081391,128.8360034,13715.73865,4.536849879,6851.045258,62.22412803,2.05406222,360.0050074,8414.967226,31.56759668,9332.858681,26.54411574,21.03703391
28.51363903,24670.99118,0.020283434,0.171921668,8.405717707,125.9143064,13709.20009,5.671143363,6886.360713,63.64620432,1.66401264,648.8776714,6114.852137,27.62431099,8583.474694,42.79382906,13.2393713
