B,Ca43,Cd,Co,Cu,Fe,K,Li,Mg,Mn,Mo,Na,P,Rb,S,Sr,Zn
33.16156529,16177.73967,0.013730424,0.114301906,9.214767259,74.51581215,9340.533896,4.09300642,6465.908342,50.40632033,1.39977541,400.346798,5117.184169,15.52862943,4884.632131,28.62933266,11.08880737
32.17514413,18425.2924,0.024701748,0.123150083,8.631509375,84.29720261,7976.344394,4.005546638,6856.189373,51.23140617,1.603415424,436.1933519,5385.893407,13.51918712,8364.760385,29.37448758,11.92087262
29.78849841,13863.20952,0.016745295,0.202936924,12.43551211,112.0188304,14780.00418,4.037881701,5486.285981,49.76834791,1.717355644,429.6846697,7184.825277,40.12566832,7856.655883,20.19138925,24.09317693
27.26570667,14851.1259,0.025481462,0.253385338,15.67302116,96.3593554,10211.6735,7.986504203,5379.114658,55.69707199,1.441137173,449.3419588,6654.148575,26.68391554,7757.894352,24.16517466,20.20000516
34.9281441,22463.64172,0.018514208,0.147180365,8.298660847,102.3871951,14348.29862,4.840993489,7049.397373,56.54376696,1.716356304,571.0008857,6167.803258,25.48305286,8112.588517,36.64128119,12.25493354
19.01755004,9632.292515,0.014021554,0.169156417,7.706622286,58.07226202,6764.164853,4.357787732,3505.511376,32.77259706,0.974573249,200.9607489,3955.216477,18.9333144,5921.370952,15.73337072,10.01121269
39.64126108,17852.24341,0.023726842,0.354883333,16.55068181,135.4377176,20282.34112,7.393826482,6652.042221,65.53495394,2.283303496,553.5881435,7894.569804,53.37902076,10317.15895,28.10698603,27.49822921
26.4280006,14921.41215,0.021458127,0.268099713,11.11649771,133.7867872,12794.68055,7.986789089,5127.418094,56.65786309,1.525585177,440.0948737,6311.208591,39.41695414,8532.549255,24.33981966,13.85948257
40.41399836,33665.1378,0.057482897,0.325522873,16.00072586,175.8388173,9841.250285,11.06368431,7867.510385,120.1329107,1.663246534,646.2706985,8910.567084,33.77894825,14002.96584,68.87384293,14.44405561
45.83641487,17985.32837,0.024009634,0.360613579,17.54333253,161.9936179,14415.44519,7.587047925,6349.392364,82.81522491,2.206559277,326.4954883,8943.360896,58.65999788,9948.821044,29.11362916,27.40261081
47.73286721,19527.9882,0.033569928,0.289293237,11.81402776,117.7330687,12383.19047,9.194050697,6396.921374,73.09019981,1.799399402,526.7533927,7634.923806,29.47827255,8900.221925,35.87717145,21.21255832
52.84500168,22146.91983,0.030368523,0.328637809,16.44307706,136.1400602,15725.81226,9.487454707,8608.126131,82.52818186,2.363918532,413.8153226,9626.566255,37.47049127,10376.08345,36.64593052,20.28534503
35.56437797,21056.94221,0.021508542,0.143362606,7.174918434,86.65563264,12264.7533,5.40159855,7824.836252,62.00628983,1.437954274,640.6189808,5799.750533,19.86826435,5494.070308,36.84862193,12.97160003
27.83340769,14121.13625,0.019258635,0.281441865,10.04103516,104.6269852,14103.85717,7.723705845,4571.324693,53.11060061,1.373605718,483.9944118,6203.415107,37.38875686,6727.604781,23.37771273,24.05479375
58.86772974,18394.81279,0.029010604,0.312143198,15.75881597,129.3554092,14740.95398,7.735562168,7373.392461,71.30602039,2.227628574,391.7696109,8430.579331,39.59124791,10094.06873,30.28163392,21.47705325
64.10969816,16846.52193,0.028089855,0.326964885,14.75005797,142.8291978,17891.08395,7.224349714,6171.136012,69.94643827,2.118754679,498.7930159,9642.121518,47.68241585,8853.370807,27.55753255,22.7787744
35.65521298,23598.87237,0.04086664,0.265379803,13.20247572,140.7807758,12456.91898,9.82239739,7387.614025,96.16537951,1.780103644,638.2169754,7919.350194,41.4246186,8812.969665,47.64927488,14.76303081
44.70232692,14166.93521,0.019217961,0.210120336,9.922200106,87.88601252,8231.050189,5.540346137,4948.805897,56.32716175,1.542281844,332.1348305,6187.635777,21.35129121,6703.881753,21.5047448,15.95017983
41.29316385,23015.70503,0.024717333,0.139621485,8.346106979,97.78547415,13983.67489,5.870248435,7936.60222,66.43517403,1.45831728,660.5776125,6433.077356,20.63498015,7036.50808,40.20346905,15.77841382
30.58437404,21386.36019,0.027036417,0.127382898,6.448803325,98.81986085,10407.51772,6.560969101,7222.549609,66.97025445,1.337115011,609.0786686,5239.784877,19.34474452,3996.051066,39.42219934,9.024642511
37.86710376,13966.57104,0.016516412,0.193058115,10.40084549,78.75180199,6352.553805,5.7020902,4559.104485,51.39678213,1.360329547,269.1322252,5500.281174,18.09305724,6545.829435,21.78493179,13.50247926
45.55868459,15438.2518,0.023144922,0.427204152,16.72813163,162.2987976,21662.63254,7.573686917,5881.930998,63.47443572,1.986315798,490.2775521,9138.969671,81.5362402,9079.191533,27.70676531,29.01989069
29.99415781,15366.49283,0.026783413,0.257289827,8.481911466,91.18459475,9055.008934,7.591573002,5230.928424,60.75626273,1.361351904,458.4744728,6309.991006,23.61909511,6856.778214,24.19647055,14.27199699
41.93203754,15859.31339,0.027853128,0.260233617,9.535808857,97.77110015,11018.35465,8.289986704,5410.226324,59.58358276,1.436565235,483.5070889,6814.77152,26.76635794,7216.355845,25.68390706,17.30499659
38.63247209,32281.62456,0.036372113,0.266851839,11.73294926,139.3006489,13081.01098,10.28358064,7362.839242,100.7554295,1.949525955,713.3472924,8403.719212,42.82166942,14861.36493,66.15827473,12.22575172
32.16404328,14813.03946,0.01177031,0.2222232,13.6947207,109.2720766,11960.77206,4.174387439,5758.587398,54.01888573,1.859553941,341.425315,7193.044432,33.47377537,8347.064989,21.18256632,22.29949864
33.07544126,12064.06557,0.010662098,0.096507242,8.105947443,87.67189482,9905.841602,2.734854561,4392.139407,58.83648564,1.448873586,268.5785311,4925.937567,30.65540137,5127.028206,17.23509683,16.46523018
29.229198,22646.01413,0.028419523,0.153159386,8.444269144,109.4801863,10852.54871,6.225335637,7777.31326,69.06597206,1.551814245,746.6819984,6108.670795,19.9009619,6293.927433,42.03812279,11.29176768
36.01893365,22612.7784,0.022474118,0.135712507,8.110683177,84.68583711,9104.414456,5.240805018,7131.452678,60.91810319,1.489144829,433.4428314,6550.753507,14.98100975,7393.706891,40.11379797,8.975776636
50.52645033,31808.8055,0.040208142,0.269595159,14.26119752,152.7689732,14004.27769,10.87983416,6810.96262,93.5141909,1.655939858,819.4282377,8393.579266,43.97856264,15166.82901,67.44060662,13.79963531
48.87051763,19487.64848,0.015902639,0.221208512,12.8890461,114.7908265,8324.204502,4.2145038,6994.33512,67.94905985,1.968485928,330.3537138,7017.002336,17.25357355,9107.50219,28.85562304,16.2615317
35.81750257,18865.71225,0.026160716,0.338054767,15.03989308,122.6781984,17675.65234,10.22583495,6733.203527,68.21095335,1.964601791,469.5875005,7878.714332,49.97630984,9969.008972,32.35785071,22.42070471
33.73179556,24278.78899,0.025395053,0.137420871,8.296389706,91.36276246,8770.758495,5.920155493,7554.913814,64.48724328,1.553386799,409.7143436,6954.694658,15.23866202,7993.257976,41.98042693,10.03902869
43.99650952,24883.47704,0.03438824,0.116480696,8.027073063,95.27583556,8278.426325,6.505504761,7478.52792,66.77912551,1.187552872,828.1313694,5400.158845,14.44276743,6717.085694,48.09761488,8.250235446
38.34437617,21847.7019,0.025045281,0.154588198,9.517365817,104.5294285,15537.48044,4.965105276,7382.491496,57.75565789,1.725401794,783.2336747,6562.327706,25.25957114,8468.452665,36.81251559,12.86457942
42.58364617,24101.39984,0.029015775,0.135485271,8.222284834,92.80595125,10178.0937,5.954588481,9434.288585,71.93798283,1.657252542,771.9651452,6552.068725,15.04367612,6167.702279,43.76456621,16.83975749
45.5589189,15261.58944,0.022405599,0.272473108,14.93438939,115.24285,18481.01872,6.452635626,6596.934906,63.17203482,2.252235233,503.1612801,7904.076698,51.79460738,8809.683779,23.4850957,24.05551626
58.62535843,18768.22981,0.02612059,0.334858102,15.16096631,148.6915709,22521.13708,7.221383933,6551.982005,58.29284051,2.15164452,708.2044445,8004.635402,57.17722205,9941.587919,31.50699708,28.36187207
51.03729049,36596.11125,0.068838414,0.305175984,17.70776506,197.9612879,15570.40604,15.44500799,8858.355648,126.3152078,2.068269541,953.1648415,9974.970562,46.70248349,14044.06955,83.65492483,12.1102867
42.24268612,15228.64729,0.017676065,0.252146943,15.60726162,141.2031101,19149.89892,6.331621908,6625.303784,59.60707681,2.052521647,585.0319115,8349.569514,52.70210115,9075.443321,23.10367797,24.61066155
46.97025333,24683.48204,0.024822913,0.179047886,14.57894308,136.6721068,13850.65393,6.790483181,8846.933704,92.45527802,1.899220733,742.6827681,9046.545269,37.81251753,10560.43728,47.25502214,13.58297991
48.83097526,24134.51879,0.023470961,0.1867145,12.74008653,116.0585843,14018.56047,5.772360053,7930.709724,82.20107956,1.804594193,647.1185175,7631.841425,37.78045671,12457.98823,45.2247949,13.40014468
32.79712255,24291.21266,0.022668758,0.176911108,12.18014837,122.5305367,13267.06731,5.391011097,8044.772112,82.68186231,1.761450019,622.0595299,7578.04407,35.40116506,11411.86291,45.29906761,13.03623278
34.47089905,11044.39167,0.013294126,0.224930853,12.23599504,100.8932598,9946.256683,4.953063295,4378.406281,51.89800919,1.892455304,208.5584132,6287.915445,30.53220778,6336.484034,16.86808457,19.27594509
60.68576584,19942.36807,0.019744297,0.236793167,12.88383024,108.2864351,12042.05439,4.873274952,6481.01464,63.94512665,1.775493283,369.0630421,7546.681284,23.17242611,8575.256002,32.8374403,15.48865522
43.199993,21749.98383,0.03259194,0.364347589,19.24538836,135.4104037,18318.63506,9.806305541,7868.600096,72.26128461,2.25318925,518.4259131,9486.695004,43.06552675,12161.80464,36.82530405,24.42861686
45.29233691,27456.36208,0.029307974,0.14311462,8.253753499,95.33805444,11775.67561,6.490842719,8864.178634,71.93939748,1.403442951,814.4876155,6860.455142,16.21098604,7195.755362,48.49857918,20.54290371
68.49638468,33148.9929,0.058772755,0.293275136,16.34492891,187.6945967,12684.51379,12.73830723,8997.325568,121.9875055,2.074140022,830.1982187,9281.670422,42.24864004,14607.86392,69.55382324,13.55109053
23.30291872,21876.65207,0.031535978,0.116479507,7.760204578,84.55723187,7811.287014,5.714115627,6439.110479,62.36710268,1.214696245,567.1631987,5589.514595,16.25652157,6257.694792,43.87119363,8.953507138
55.69865471,24666.20642,0.027163171,0.185344651,13.42220968,126.2432174,15466.73996,7.408746466,8237.21383,86.74981375,1.828889103,703.1298167,8403.708826,38.92160853,9500.884942,47.04386563,21.1772132
23.39284249,25433.78456,0.030188471,0.097349664,7.106771309,87.38267732,7378.237968,5.865742005,7956.995623,65.94494188,1.207537445,749.4383552,4852.956658,13.57278155,6107.433243,49.42307157,7.34317682
41.11822606,26252.85303,0.0427796,0.115257729,8.939650902,100.2765745,9910.028051,10.47848659,10216.50435,75.92108728,1.760524696,832.488228,6564.531882,18.15020491,4404.102913,55.94193551,6.916288386
30.28889659,28882.93667,0.050091071,0.251403122,13.44300925,156.8634125,11040.78965,12.93736169,7611.093505,101.9208501,1.678552905,725.3984721,8392.725138,36.09526065,11866.35917,62.9370252,13.6707293
64.01118512,27262.78104,0.02314012,0.199121433,14.0191407,128.1361631,14947.5902,6.881382666,9129.707598,91.72411905,2.082643422,683.8202892,9347.427812,37.85646617,11176.71027,53.18193169,18.35827226
58.99357777,21952.51006,0.035575185,0.175791839,14.13311616,124.8359456,11650.9625,7.483183372,8741.185548,93.41717608,1.895072734,633.3013662,8756.347911,31.94811384,6889.860684,43.36582522,11.85710039
45.02517741,19062.58168,0.034695882,0.244053288,9.619888934,95.4410666,10206.76111,9.551711815,6228.722057,74.43808155,1.451867444,492.208342,8101.964159,22.40483849,7137.551618,33.79330613,12.55082624
42.50990903,24928.96731,0.036097713,0.134222013,8.638662797,104.9681917,9663.938089,6.778886086,9296.908244,76.05585542,1.611961087,694.5684828,7490.119129,15.42097326,5593.804857,44.38344639,15.93994114
35.70519879,17568.90737,0.01652615,0.132864827,8.180813041,86.39032251,10474.73413,3.748233168,6582.133002,50.41092745,1.650447114,454.8780849,5194.175183,16.59987926,6938.272181,29.2941653,14.02247348
36.09226254,13308.47895,0.011208198,0.110659637,8.159169886,84.21623401,13120.45614,3.12965914,4457.887721,36.1359948,1.296781989,274.5854104,5324.862029,38.35627522,5269.600251,22.13378837,15.65602536
42.03516716,22371.15315,0.027075438,0.161311678,12.21956778,119.7811569,12821.88575,7.538378961,8403.098749,90.39663753,1.77085281,707.9029143,7564.039762,34.77706144,7110.50561,42.0468885,11.67039633
31.0194964,24595.74795,0.026387045,0.159814699,12.65589553,122.0840887,10465.39288,6.845931915,8672.79398,91.46891186,1.871230098,591.623695,8075.338161,29.60899516,9056.969497,48.56698501,12.1403471
33.80941477,24186.61023,0.030306459,0.130469722,7.16846927,99.68205138,9418.978904,7.902318201,8481.633829,70.30781078,1.506656669,708.2175526,5541.394814,17.62525141,4382.507327,44.48043489,10.22625367
29.2824922,27053.07135,0.030677454,0.129732508,7.614635682,110.8969666,9892.50296,7.281807471,8367.338364,71.1038643,1.451545601,757.1445895,6045.78822,17.81368076,7078.592236,48.4411481,10.26566907
50.32237178,22991.32847,0.028440924,0.328638619,18.0985354,149.8892598,17889.24773,7.56294496,8577.079406,77.02247356,2.338666143,578.5696401,10338.71071,38.6581842,11912.82775,37.43308446,22.91775053
30.42194187,16823.99823,0.016438117,0.194811441,13.89111801,122.3530895,7340.121168,3.848999894,6114.152376,61.70381883,1.809252388,269.337751,6495.579848,21.26535573,9639.278425,25.50818653,17.348556
19.10213953,8474.640046,0.011729105,0.146352992,8.575047974,58.19749157,8805.020034,3.163349542,3367.545404,29.84167353,1.033549748,242.2715526,4103.993979,21.86217797,4882.98415,13.83855676,11.78600491
20.2605752,23009.32484,0.027747691,0.118539246,8.381260155,87.52937451,8414.035277,5.602894258,6296.344983,63.13668696,1.205777682,636.8862259,5784.468966,17.27423039,7486.33089,46.35273601,8.421330255
32.96733028,18470.12433,0.035158821,0.237630231,10.40754649,97.91962552,9870.410094,8.357520187,6121.943763,69.86759454,1.474871596,510.6461532,7996.720868,22.11105259,7069.579797,32.87870786,11.26624523
30.97029306,19935.08604,0.026125907,0.101590488,6.653857293,75.29451468,8639.263354,4.54202442,6108.885956,53.86704613,1.012774082,771.7491791,4469.777414,13.16273957,5589.76015,38.60719644,8.02866493
44.18099518,15013.60977,0.013044647,0.154824731,12.74476376,110.0739982,7311.507309,4.355033725,5268.817341,57.9186192,1.670765672,264.5128176,5802.543475,28.54371489,9363.75736,22.74248353,19.30405135
29.20007952,25624.2626,0.045315312,0.131006267,9.956099604,106.2000774,8207.246177,9.362194631,8856.532266,75.40078707,1.60205455,772.3789865,6424.361874,15.89278971,4638.896356,53.61733739,6.947829187
36.95280698,32939.14111,0.034846563,0.165374079,11.18064714,103.5382321,6962.892372,5.124334854,9134.248608,95.00253085,1.272072693,787.4554161,7962.113367,12.50864764,10790.29986,57.33121052,10.45565457
56.67007871,23070.79688,0.031281399,0.319263848,17.48730672,142.8626436,15819.07943,8.240053158,8827.995183,85.04167319,2.330898277,462.742901,10390.79742,29.29246047,9324.124229,39.63770752,18.99738416
28.84091025,23920.73528,0.027638502,0.113268717,6.980964874,80.45473287,7899.4467,5.347372495,7414.507191,62.11103791,1.299645835,667.8223546,4915.358856,12.88645253,6447.310873,45.63821538,8.166072363
46.80111597,36793.55268,0.056709589,0.185958762,14.14237777,143.3998863,9171.655322,7.712320503,10131.8823,111.0486096,1.62892781,821.6397087,9562.199329,18.19954703,13445.69262,71.306711,14.00099727
48.7728085,22721.60606,0.029630259,0.178148843,16.47770092,134.9340286,12222.1693,8.503432059,8821.174986,99.06410057,1.866888453,686.3059816,9328.951341,31.57395358,6467.105439,45.35368787,12.78974625
52.24829726,29321.71822,0.03894836,0.241325817,18.86420621,164.760314,13207.30836,9.574817491,10507.81288,115.3623817,2.191824435,708.0763935,11372.30731,34.5949767,9950.536718,59.76240931,16.06696792
28.22011364,13478.50269,0.011502829,0.161167477,11.33133043,99.04428729,8528.127997,4.553253415,4777.317875,49.25570844,1.515610643,232.3175699,5476.874161,33.44833074,8599.934018,20.976233,16.82508474
40.8891932,25772.44585,0.031100418,0.122470676,7.961242936,90.94829059,10414.38887,8.053330841,9511.201132,78.29971405,1.66264219,718.3666745,7392.401118,15.10704353,4323.366344,45.62344236,24.92524181
70.7785285,22647.79095,0.043755343,0.325736094,17.2855496,142.6023402,18137.80784,8.482283867,8377.445711,84.04200671,2.281887176,513.3219356,10544.41306,31.39653624,8466.770595,41.55882977,18.11366655
37.18287214,39550.10339,0.063313455,0.283838194,18.5382618,151.4455715,11822.1603,7.627347485,9028.099299,111.3283928,1.609648252,757.3620518,10206.45418,21.82849507,15846.32136,71.20431302,24.14784313
44.25398291,35782.6684,0.042312808,0.192316009,12.59357722,112.0877481,8490.618924,6.311382689,9225.605966,99.87423105,1.341692435,927.1416522,8487.505165,14.0814188,11280.63248,64.68860483,12.2871426
31.51148146,11868.1025,0.01629899,0.218722602,14.24703997,116.7744067,12343.95307,5.132554594,4781.570785,54.14124147,1.996646759,211.3759021,6692.695169,46.43489238,7185.224928,18.00161407,29.32734156
35.97813288,28071.28207,0.030060606,0.194477758,10.69968899,95.22482801,11642.19001,5.100523195,8587.469205,75.2456824,1.44088419,1062.226266,7818.555571,17.46352754,9875.733401,50.67498069,13.71224337
37.37628845,31516.54175,0.048186939,0.183365634,10.58899849,102.1802207,8842.489854,5.438848463,9983.234898,86.46732863,1.62595488,908.0376273,7957.529224,14.45935555,10272.63494,54.92140971,11.84152692
43.61761203,13747.25339,0.016111461,0.247485818,15.39932951,121.5625198,15661.28325,5.584578534,5142.887483,56.95711569,2.142321374,284.2421063,7401.166445,53.6556471,8014.405995,21.18280959,29.67346318
46.53808183,40142.112,0.074222958,0.308796403,19.06383116,171.047404,15249.8835,8.281539639,10284.35081,118.8472354,1.885910176,1057.554583,11649.19496,25.90870083,16162.76299,74.06477861,20.21089942
25.67576661,12942.19382,0.009971922,0.199906796,13.30599876,104.6730931,12241.30948,4.357111021,4706.248594,51.8208497,1.962244528,240.4142561,5929.395906,47.80297422,6730.334118,19.30090921,29.10836501
40.93737,12540.79179,0.013259535,0.184084883,13.70159104,108.1065772,14790.70862,4.504203654,4830.81493,51.62387613,1.85833095,287.1286347,6651.105763,59.33340936,7229.740445,19.09427961,33.92247021
21.34747124,18659.91958,0.036295685,0.227086039,10.1600957,106.3498684,7053.226159,8.189179928,3163.290093,61.18606916,0.811128857,165.9568652,4212.246675,28.26327876,5808.192838,41.64737617,9.511713973
31.85488149,17622.48279,0.029023164,0.255674308,12.34630532,117.1080782,12699.85319,7.486994462,4276.347152,58.8033151,0.909279264,208.6642747,5028.616399,48.41040258,5858.274059,37.22221695,28.82829495
35.17845401,15616.4492,0.021169006,0.264810564,13.4562493,97.64016375,10369.83246,5.502039572,4111.647316,47.4799597,1.117672546,194.6459926,6004.027138,39.92035605,5237.159775,29.79792298,13.05657465
23.22111362,22124.48734,0.05132996,0.372469426,14.55831712,123.0242373,11529.10558,6.315345832,4857.274522,69.16089965,0.941222307,279.1684798,5362.481903,40.54065326,6871.747741,46.39089469,17.51271321
20.24695897,21160.70103,0.051639873,0.438557429,10.26608138,117.3889942,7003.90841,5.785266714,3562.935556,65.97330024,0.674798238,235.0584002,4124.585247,25.92480991,6102.115333,42.69731244,9.33733598
27.73692564,26957.30761,0.046041934,0.34944866,14.03001224,139.9460962,14087.32859,9.75045188,5919.095182,86.45151798,1.171209036,526.368345,5932.543425,46.33493314,7809.390153,65.80720411,14.07258571
29.49565373,17903.85284,0.031177192,0.314425627,14.30396703,109.3421549,10485.45183,5.756238183,4221.833801,51.68044103,1.005187618,191.5151806,6371.956929,33.72400204,5258.633261,37.15703682,15.54939509
27.06873872,19086.93908,0.027503259,0.247322921,12.01017176,112.0648039,11920.281,6.231258954,4420.888222,65.24484371,0.867277453,184.0084398,5514.862442,46.08579168,5841.024672,39.2152582,13.65219257
19.32333875,14549.41884,0.025720952,0.356194622,16.17313702,128.5674186,14941.6655,4.283735533,5283.481473,52.56457867,1.227660586,216.7104023,7378.893632,62.7325045,5572.495092,28.45088166,29.87273117
22.70650227,16527.25281,0.071224675,0.250108925,10.39407429,92.89490416,7153.249809,6.241424242,3574.989473,56.28178418,0.874725681,194.0893983,4440.093406,27.6027436,5598.041652,34.31336694,10.13525869
30.30197486,17191.27509,0.031153835,0.323234849,16.00289603,115.4923528,10332.06665,5.34794079,4220.668159,50.73302572,1.083058603,187.7737063,6035.167826,34.11021288,5166.388599,34.70845449,28.40024356
34.49074948,21275.45831,0.029448196,0.286827258,13.27962284,118.9737826,12309.07781,6.217678856,6271.3817,61.32593844,1.262030688,264.9826072,7411.513191,48.1789884,5648.339275,41.39741309,14.62346241
33.6716393,17156.23105,0.022828201,0.319116636,14.33813191,110.5837081,12812.33451,6.05871732,4417.933904,48.87122602,1.245624181,209.6350167,6459.873268,47.75899243,5514.102014,34.17338465,14.65133629
17.73500964,19090.95992,0.038744688,0.289526016,11.28026308,104.1361438,7045.647714,7.482551372,3152.912732,61.36414056,0.809109343,159.0731373,4387.315752,27.35256836,5787.752614,43.26721385,9.865722544
33.10884921,18906.32299,0.034770318,0.276162895,14.67297455,100.1448025,13033.18397,8.052952115,4491.21925,59.03645124,1.029646593,225.818514,5501.801192,47.18030968,5459.002608,40.02814905,15.8327219
23.0108897,23138.55292,0.038326552,0.253717148,10.28979544,123.114693,8326.750265,5.851625121,4348.389056,67.72244213,0.840109653,291.6604125,3891.758974,30.68142216,6361.077908,53.99812162,8.590149763
19.00430083,13884.77443,0.028796149,0.412358455,14.95980281,126.7514694,16736.35877,4.862603745,4797.205745,48.70181277,1.249105269,223.6943197,7750.989692,58.74614357,5821.030211,27.64004217,27.58593413
33.26803336,22966.78971,0.050493544,0.371812256,12.37531866,121.1996345,14730.2346,11.85977479,5998.89844,76.34715356,1.231825886,327.5573158,5088.105557,52.62984331,8183.413411,50.74705008,20.31934735
20.29702901,19131.10715,0.030355828,0.303653479,11.44427968,134.5770425,12764.53435,6.930763583,4982.34668,66.3959481,1.074898034,204.7258466,6065.295687,48.29593674,5144.650982,40.90542379,16.3218997
27.27467315,25839.8828,0.046517014,0.324065892,11.3864288,117.7530589,12587.65709,7.949594543,5315.26064,68.31967716,0.935971453,420.1868779,5488.607108,41.89978035,6719.052631,61.47346931,10.94377356
20.35085415,23617.97452,0.038232377,0.318400627,11.39167824,113.49141,12338.48479,6.15297493,5252.258886,71.76126171,1.013051727,303.7196086,5374.332039,42.70553943,6929.815942,56.67351203,14.14829192
41.26138577,27074.63149,0.057462393,0.368136561,15.00060987,145.36115,15942.64747,9.505826373,5513.013178,81.33034276,1.121481201,640.8998597,6353.550345,47.94239944,7755.607473,65.37992157,17.23983228
37.18385469,16950.98318,0.027101445,0.305389343,12.60002735,107.0082393,8225.947869,6.74782187,4643.580898,54.79663014,1.198962389,179.2037532,5479.421189,34.01188072,5744.063521,32.47349583,24.44370866
34.25573043,31496.64716,0.051310634,0.275639689,13.02373046,146.4532107,14559.60202,13.29231475,6409.044924,90.98540905,1.205109655,554.0558533,5813.74337,46.06674285,7504.250533,78.45228428,17.99353241
27.15778861,15648.0442,0.015852445,0.245528207,15.55319721,112.6990552,16790.42151,4.293831219,5077.465461,43.36648882,0.962068824,242.6485523,6411.440342,65.19389316,4897.646608,30.75988918,17.17104999
28.47225631,25105.33841,0.044267015,0.306233249,14.01218726,126.9543617,14160.9555,8.244694728,5308.905605,75.0707826,0.925521879,434.6107265,6016.106499,42.56608516,6067.174696,58.56680079,14.83885731
25.62714499,25120.38657,0.033293441,0.30195823,12.91604676,122.6973617,17903.32504,7.269106114,5811.108609,64.93396745,1.09456035,454.3086552,6932.003316,58.64500012,6888.941061,58.00522036,13.42419114
40.60348091,16010.38779,0.030280388,0.329371674,18.78085319,130.1210664,16619.50527,4.397181559,5485.116507,55.37514606,1.365885258,290.7606662,7519.839756,66.00085781,6009.484219,30.80962533,33.64369379
28.67792311,16582.2101,0.025744437,0.254128768,12.24534098,106.9690446,8372.096038,6.351924294,4763.888399,56.10676893,1.007050074,162.7749906,4901.406509,35.27222809,6145.896877,30.60978617,22.26019717
35.5598992,22034.5281,0.039795572,0.423025732,13.98673163,152.653426,15416.58004,10.58508472,6224.407466,79.91372393,1.173633082,371.4341645,5284.411248,54.50193633,8688.553085,49.17696135,20.84619237
46.6812505,23915.65016,0.041671517,0.260450332,11.65990309,112.8200414,11173.95975,7.992555777,5892.778659,66.00809979,1.300042269,291.8970024,8275.40614,40.10528839,5622.572453,49.23590385,10.03387312
33.50838186,17299.76584,0.019530794,0.243779007,13.34784395,116.3034036,16131.08276,5.464913785,5778.663334,52.91077936,1.117425874,218.2633194,6773.424179,67.39770852,5466.719015,31.98307416,15.5395868
40.29923155,25828.59326,0.055339816,0.443754588,15.09518313,237.1842619,14085.61603,8.568274,5878.682257,80.80769715,1.078356311,560.7834251,6313.071655,41.65484118,7855.008492,62.98500286,25.49176066
16.6541292,17484.73393,0.032744359,0.25040342,10.8325333,96.09122943,7936.132241,5.813127326,4089.756109,57.45176606,0.938213908,206.9386401,4868.066817,30.4423756,5712.531318,38.30217593,11.29643792
36.04821647,18917.2823,0.069308321,0.30536359,14.98119643,121.1661397,14799.6724,9.610470981,6083.105247,65.3786726,1.248143701,235.5490643,5722.334448,58.09208262,7268.140918,35.39710013,23.32723286
28.22763631,20828.71093,0.026239341,0.276157534,13.90192735,111.3676447,14395.77698,5.116249645,5945.178531,52.54638832,1.157432892,284.2501184,7489.364748,53.69551135,5441.770047,43.63134953,15.65379448
19.26553142,17811.73428,0.015385141,0.294376436,13.54329634,112.9598256,15050.58832,5.406242362,5265.496164,54.60842748,1.388611969,173.7457149,6729.557896,65.15976417,5939.250863,32.90996611,18.88322611
43.67269068,16394.27885,0.037617118,0.351228166,16.48019779,117.5596938,8317.902609,6.934481913,5092.582735,60.17282389,1.448279356,209.4398997,6172.995254,33.00564842,6473.914876,29.86355349,27.41934539
35.98035006,16970.91816,0.022019571,0.316371175,14.6362601,132.611292,14691.70188,5.150938079,5369.287232,59.68996057,1.25781478,206.7726885,7061.397217,54.71817208,5588.568196,30.56253642,25.81325405
31.42934684,24218.86516,0.042177015,0.304400075,13.24335343,133.4844158,15537.83452,7.434360713,4952.897882,69.47434845,0.866533154,450.0107044,6289.99747,44.65709012,6625.929787,54.38762125,17.6674909
32.47719335,22842.93549,0.055969869,0.448997915,17.37745485,151.7734143,12716.57872,9.854710564,5250.758442,76.08900283,0.893379086,294.2369878,5066.266448,42.15789442,8387.39455,45.89056628,22.3642087
18.87440401,16836.00835,0.018772496,0.306108753,20.07855857,114.800956,13212.6816,4.399957214,4616.318042,47.27744889,1.106947893,224.5817131,6199.082884,47.90812328,5169.400822,34.13596347,23.992093
39.02008611,20216.28416,0.03031883,0.414284391,15.43830416,132.8940545,19460.17248,8.030219635,5778.4274,55.44159943,1.410692564,302.0764171,7957.058078,75.15941837,6600.479442,40.4316998,16.87106334
26.48680651,26636.53278,0.036349777,0.26475051,13.72637267,103.7385797,11614.94,7.459201759,5907.920568,76.11362394,0.967573074,399.347945,5892.084876,40.98734783,6781.994483,66.67299143,11.53978071
26.23562897,23725.25662,0.037491398,0.411307068,14.93641486,130.6201009,17347.17358,8.137486782,6527.090407,62.9383426,1.533343662,348.2840059,8363.794222,58.50774984,6824.337151,49.72971598,18.31674387
30.6680844,16797.33217,0.015914402,0.271446303,14.1095771,115.3252037,15653.45125,4.851504065,5137.589093,51.82832124,1.315501658,218.0747631,6628.511352,73.02006833,5486.304153,30.13077995,23.28237148
18.6856195,34884.21807,0.054083535,0.240535469,16.18623306,160.7070132,13301.40916,8.81443344,5674.998034,84.87538815,0.87292231,865.9577309,5927.817404,36.89307844,6016.741269,89.76887401,13.2663224
